Dst Port,Pkt Size Avg,Pkt Len Mean,Flow Duration,Flow IAT Max,Bwd Pkts/s,Bwd Header Len,Fwd Header Len,Init Fwd Win Byts,Fwd Seg Size Min,Label
80,76.3103448276,73.7666666667,108251333,10012433.0,0.138566423,432,292,8192,20,Benign
3128,0.0,0.0,1002275,1002275.0,0.0,0,80,14600,40,Benign
500,583.3333333333,500.0,89479799,41990569.0,0.0,0,48,-1,8,Brute Force -Web
52593,171.5714286,150.125,17386,16687.0,115.0350857,40,124,65535,20,Benign
53,112.25,89.8,105348,80390.0,18.9846983331,16,16,-1,8,Benign
50380,0.0,0.0,38,38.0,0.0,0,40,260,20,Benign
80,178.4285714,156.125,1161,666.0,3445.305771,92,72,65535,20,DDOS attack-HOIC
3389,162.8235294,153.7777778,6240334,3809359.0,1.442230496,192,172,8192,20,Infilteration
500,583.3333333333,500.0,89479498,41990331.0,0.0,0,48,-1,8,Brute Force -Web
15742,0.0,0.0,241,241.0,4149.377593361,20,24,1024,24,Benign
445,72.09090909,66.08333333,792078,199155.0,6.312509627,112,132,8192,20,Benign
80,32.00030413,32.0,119626829,625627.0,0.0,0,841744,-1,8,DDOS attack-LOIC-UDP
9710,0.0,0.0,34,34.0,0.0,0,40,260,20,Infilteration
12286,144.0454545455,137.7826086957,3814159,953146.0,3.4083529292,260,204,8192,20,Benign
445,78.8333333333,72.7692307692,1304786,262942.0,3.8320460213,112,152,8192,20,Benign
3153,0.0,0.0,86233076,86233076.0,0.0,0,40,62560,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
8545,0.0,0.0,19,19.0,52631.5789473684,20,20,65535,20,Benign
51479,6.333333333,4.75,524407,524341.0,1.906915812,20,40,63958,20,Infilteration
53,79.5,53.0,24889,24889.0,40.17839206,8,8,-1,8,Benign
80,0.0,0.0,288,288.0,0.0,0,64,225,32,DoS attacks-Hulk
80,741.4482758621,716.7333333333,11090639,5004758.0,1.1721596925,272,332,8192,20,Brute Force -Web
80,172.125,153.0,5005325,5004329.0,0.7991489064,136,136,26883,32,DoS attacks-GoldenEye
445,0.0,0.0,79,57.0,25316.4556962025,40,20,256,20,Benign
443,96.2352941176,90.8888888889,69651587,40441326.0,0.1148573973,160,180,254,20,Benign
445,0.0,0.0,235910,235858.0,4.238904667,32,72,63443,20,Benign
80,0.0,0.0,1057,1057.0,0.0,0,64,225,32,DoS attacks-Hulk
3389,169.5625,159.5882353,2934579,951020.0,2.385350676,152,192,8192,20,Benign
80,0.0,0.0,31400,31400.0,0.0,0,64,225,32,DoS attacks-Hulk
53,75.5,50.3333333333,1413,1413.0,707.7140835103,8,8,-1,8,Benign
443,41.0,30.75,682,669.0,0.0,0,60,254,20,Benign
22,104.3863636364,102.0666666667,316153,73830.0,69.5865609373,712,712,26883,32,SSH-Bruteforce
53,104.5,69.6666666667,1142,1142.0,875.6567425569,8,8,-1,8,Benign
80,32.00024834,32.0,119805817,582986.0,0.0,0,1030856,-1,8,DDOS attack-LOIC-UDP
80,171.8571429,150.375,11586,10825.0,345.2442603,92,72,65535,20,DDOS attack-HOIC
53,109.5,73.0,1110,1110.0,900.9009009,8,8,-1,8,Benign
80,295.7857142857,276.0666666667,18732108,6869968.0,0.213537099,136,328,26883,32,DoS attacks-GoldenEye
80,180.1428571,157.625,1281,750.0,3122.5605,92,72,65535,20,DDOS attack-HOIC
500,583.3333333333,500.0,89479600,41990280.0,0.0,0,48,-1,8,Brute Force -Web
50394,0.0,0.0,10,10.0,100000.0,20,20,117,20,Benign
64114,178.0,155.75,1206,640.0,1658.374793,40,124,65535,20,Benign
52577,0.0,0.0,1,1.0,0.0,0,40,189,20,Benign
80,0.0,0.0,1858711,1858711.0,0.0,0,64,226,32,DoS attacks-GoldenEye
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
8080,0.0,0.0,473,473.0,0.0,0,40,2052,20,Bot
443,0.0,0.0,413,413.0,0.0,0,40,256,20,Benign
445,72.0909090909,66.0833333333,588984,148325.0,8.4891949527,112,132,8192,20,Benign
443,102.0810810811,99.3947368421,110284634,10009914.0,0.1813489266,404,352,8192,20,Benign
80,801.2508143322,798.6493506494,56877358,1034602.0,1.8284956203,2092,4072,8192,20,Brute Force -XSS
443,152.8157895,148.8974359,115873685,10000000.0,0.155341569,504,412,8192,20,Benign
443,41.0,30.75,437,423.0,0.0,0,60,252,20,Infilteration
80,163.5,145.3333333333,5009337,5001666.0,0.7985088645,136,136,26883,32,DoS attacks-GoldenEye
57050,0.0,0.0,42,42.0,0.0,0,40,256,20,Benign
80,0.0,0.0,313,302.0,3194.8881789137,20,40,2053,20,SQL Injection
61479,171.8571429,150.375,1247,728.0,1603.849238,40,124,65535,20,Benign
443,41.0,30.75,586,568.0,0.0,0,60,258,20,Benign
80,125.8205128205,122.675,118288344,10004371.0,0.1437166117,484,452,8192,20,Benign
80,126.25,112.2222222222,5006303,4951797.0,0.7989927897,92,92,8192,20,Brute Force -Web
80,172.8571429,151.25,32491,22127.0,123.1110154,92,72,65535,20,DDOS attack-HOIC
3389,0.0,0.0,8316241,8315674.0,0.240493271,40,20,2240,20,Infilteration
80,6.0,4.8,99999522,99999519.0,0.0200000956,64,64,211,32,DoS attacks-Slowloris
80,0.0,0.0,132,132.0,0.0,0,40,2047,20,Brute Force -Web
80,140.5555555556,133.1578947368,106493993,53247628.0,0.028170603,100,496,26883,32,DoS attacks-Slowloris
443,15.3333333333,11.5,364,197.0,0.0,0,72,255,20,Benign
80,0.0,0.0,25291,25291.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,140.5555555556,133.1578947368,108062136,53247686.0,0.0277618055,100,496,26883,32,DoS attacks-Slowloris
445,0.0,0.0,213103,212789.0,4.6925665054,32,72,8192,20,Benign
53,88.75,71.0,118383,92623.0,16.8943176,16,16,-1,8,Benign
80,166.125,147.6666666667,5069641,5003930.0,0.7890105039,136,136,26883,32,DoS attacks-GoldenEye
53,90.5,60.3333333333,829,829.0,1206.2726176116,8,8,-1,8,Benign
37734,187.1,170.0909091,4663795,4120520.0,1.072088289,168,168,219,32,Benign
500,583.3333333333,500.0,89479709,41990461.0,0.0,0,48,-1,8,Brute Force -Web
443,353.047619,337.0,5417141,5163546.0,1.845992194,204,232,8192,20,Benign
443,943.630137,930.8783784,417252,136115.0,122.2282937,1032,452,8192,20,Benign
53,93.5,62.33333333,1209,1209.0,827.1298594,8,8,-1,8,Infilteration
53,71.0,47.33333333,254,254.0,3937.007874,8,8,-1,8,Benign
47775,0.0,0.0,86276148,86300000.0,0.0,0,40,62611,20,Benign
53,74.0,49.33333333,244,244.0,4098.360656,8,8,-1,8,Benign
80,0.0,0.0,73,73.0,0.0,0,40,2053,20,SQL Injection
52094,7.75,6.2,65,27.0,15384.6153846154,20,60,64,20,Benign
80,0.0,0.0,2631,2631.0,0.0,0,64,225,32,DoS attacks-Hulk
37670,153.625,136.5555556,4160936,4097631.0,0.720991623,104,168,219,32,Benign
45182,161.375,143.4444444,4309513,4160058.0,0.696134343,104,168,237,32,Benign
53,112.5,75.0,72300,72300.0,13.8312586445,8,8,-1,8,Benign
80,0.0,0.0,84,84.0,0.0,0,40,278,20,Benign
80,0.0,0.0,8587,8587.0,0.0,0,40,32738,20,DDOS attack-HOIC
18040,0.0,0.0,2,2.0,500000.0,20,24,1024,24,Benign
500,583.3333333333,500.0,89479582,41990321.0,0.0,0,48,-1,8,Brute Force -Web
80,0.0,0.0,3113546,2088029.0,0.0,0,120,26883,40,DoS attacks-Slowloris
80,32.00022607,32.0,119699590,625344.0,0.0,0,1132408,-1,8,DDOS attack-LOIC-UDP
21,0.0,0.0,8,8.0,125000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,0.0,0.0,83,83.0,0.0,0,40,279,20,Benign
8080,65.0,56.875,11664,10800.0,342.9355281,92,72,8192,20,Bot
80,178.5714286,156.25,7442,6871.0,537.4899221,92,72,65535,20,DDOS attack-HOIC
443,0.0,0.0,356714,356714.0,0.0,0,40,253,20,Benign
443,138.6785714,133.8965517,90278277,45000000.0,0.188306651,340,220,258,20,Benign
54861,0.0,0.0,10,10.0,100000.0,20,20,180,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
8080,0.0,0.0,507,507.0,0.0,0,40,2052,20,Bot
3389,162.4736842105,154.35,3328531,953391.0,2.7038955023,204,212,8192,20,Benign
80,496.0505836576,494.1279069767,61931629,1843362.0,1.6792711847,2092,3072,8192,20,Brute Force -Web
80,140.5555555556,133.1578947368,107357759,53247597.0,0.0279439514,100,496,26883,32,DoS attacks-Slowloris
443,290.8333333333,281.4516129032,117580849,58713113.0,0.1275717953,312,312,8192,20,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
57318,0.0,0.0,123,123.0,0.0,0,40,255,20,Benign
445,0.5714285714,0.5,26217948,18144157.0,0.114425431,60,116,64100,20,Benign
35128,0.0,0.0,86159186,86159186.0,0.0,0,40,62559,20,Benign
3389,180.6,169.3125,1734602,953652.0,4.035507857,152,172,8192,20,Benign
45680,0.0,0.0,86104719,86104719.0,0.0,0,40,62559,20,Benign
80,495.9844357977,494.0620155039,55868854,1074350.0,1.8615022961,2092,3072,8192,20,Brute Force -Web
80,8.0,5.3333333333,2,2.0,500000.0,32,32,211,32,DoS attacks-Slowloris
445,0.0,0.0,83188,83093.0,12.0209645622,32,72,8192,20,Benign
80,0.0,0.0,8920412,8920412.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,162.0,144.0,11977317,6971667.0,0.3339646099,136,136,26883,32,DoS attacks-GoldenEye
80,32.0002876,32.0,119999998,668507.0,0.0,0,890112,-1,8,DDOS attack-LOIC-UDP
443,428.6666666667,401.875,256021,63585.0,27.341507142,152,172,8192,20,Benign
53,67.5,45.0,1530,1530.0,653.5947712418,8,8,-1,8,Benign
80,0.0,0.0,2366,2366.0,0.0,0,64,225,32,DoS attacks-Hulk
3389,34.94736842,33.2,119980871,15000000.0,0.083346619,80,72,-1,8,Benign
80,32.00024361,32.0,119683411,660883.0,0.0,0,1050872,-1,8,DDOS attack-LOIC-UDP
80,0.0,0.0,17815,17815.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,32.00026897,32.0,119940494,954309.0,0.0,0,951792,-1,8,DDOS attack-LOIC-UDP
53,89.5,59.6666666667,62378,62378.0,16.0312930841,8,8,-1,8,Benign
80,0.0,0.0,8944861,8944861.0,0.0,0,64,221,32,DoS attacks-GoldenEye
80,140.5555555556,133.1578947368,108381827,53247544.0,0.0276799172,100,496,26883,32,DoS attacks-Slowloris
53,154.0,102.6666667,25238,25238.0,39.62279103,8,8,-1,8,Benign
53,68.0,45.33333333,12170,12170.0,82.16926869,8,8,-1,8,Benign
53,118.0,78.66666667,12884,12884.0,77.61564731,8,8,-1,8,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
80,330.6666666667,248.0,247,239.0,8097.1659919028,64,32,211,32,DoS attacks-Slowloris
30529,0.0,0.0,43,43.0,0.0,0,40,256,20,Benign
443,918.6591549296,916.0786516854,8894414,5004831.0,25.9713568539,4624,2492,8192,20,Benign
80,0.0,0.0,37013,37013.0,0.0,0,40,279,20,Benign
80,0.0,0.0,99,99.0,0.0,0,40,2047,20,Brute Force -Web
64113,170.5714286,149.25,1205,642.0,1659.751037,40,124,65535,20,Benign
53,78.5,52.3333333333,1960,1960.0,510.2040816327,8,8,-1,8,Benign
80,496.0428015564,494.1201550388,56684370,1343315.0,1.8347209292,2092,3072,8192,20,Brute Force -Web
80,496.0233463035,494.1007751938,56278522,1106403.0,1.8479518705,2092,3072,8192,20,Brute Force -Web
80,126.25,112.2222222222,5006034,4937651.0,0.5992767928,72,112,8192,20,Brute Force -Web
22,130.0740741,125.4285714,2971892,697357.0,4.037831792,392,488,29200,32,Benign
53,71.5,57.2,34134,31324.0,58.5926056132,16,16,-1,8,Benign
53,167.0,111.3333333333,1273,1273.0,785.5459544383,8,8,-1,8,Benign
80,0.0,0.0,88,88.0,0.0,0,40,2047,20,Brute Force -Web
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
28832,0.0,0.0,85898972,85898972.0,0.0,0,40,62560,20,Benign
80,496.0077821012,494.0852713178,56901796,1166804.0,1.8277103239,2092,3072,8192,20,Brute Force -Web
443,169.1470588,164.3142857,118526646,58900000.0,0.143427664,352,364,8192,20,Benign
53,82.0,65.6,27700,26786.0,72.202166065,16,16,-1,8,Benign
80,0.0,0.0,23160131,23160131.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,0.0,0.0,9063832,9063832.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,34.0,29.75,29100897,29100187.0,0.1030896058,104,136,26883,32,DoS attacks-Slowloris
443,41.0,30.75,209,191.0,0.0,0,60,254,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
8080,0.0,0.0,515,515.0,0.0,0,40,2052,20,Bot
8080,0.0,0.0,475,475.0,0.0,0,40,2052,20,Bot
443,280.1304348,268.4583333,7307247,7041706.0,1.642205334,252,232,8192,20,Benign
3389,144.1363636,137.8695652,4154726,953119.0,1.925518073,172,292,8192,20,Benign
22,0.0,0.0,9,9.0,111111.111111111,32,32,241,32,SSH-Bruteforce
80,0.0,0.0,115,115.0,0.0,0,40,2047,20,Brute Force -Web
80,55.85714286,48.875,927,270.0,4314.994606,92,72,8192,20,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
80,0.0,0.0,1468445,1468445.0,0.0,0,64,221,32,DoS attacks-GoldenEye
80,496.0700389105,494.1472868217,56232077,1108806.0,1.8494781902,2092,3072,8192,20,Brute Force -Web
443,238.8611111,232.4054054,117788196,59000000.0,0.178286116,432,312,8192,20,Benign
0,0.0,0.0,98835527,16389633.0,0.0,0,0,-1,0,Benign
53,88.0,70.4,209215,134291.0,9.55954401,16,16,-1,8,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
3389,181.9333333333,170.5625,2558444,961451.0,2.7360379981,148,168,8192,20,Benign
50267,7.75,6.2,63,48.0,15873.01587,20,60,1383,20,Benign
80,496.0700389105,494.1472868217,56749672,1208495.0,1.8326097109,2092,3072,8192,20,Brute Force -Web
445,50.6666666667,45.6,547773,183742.0,7.3022949287,92,112,8192,20,Benign
500,583.3333333333,500.0,89479515,41990410.0,0.0,0,48,-1,8,Brute Force -Web
80,171.75,152.6666666667,11975348,6971312.0,0.3340195208,136,136,26883,32,DoS attacks-GoldenEye
22,105.1136363636,102.7777777778,361264,90726.0,60.8972939457,712,712,26883,32,SSH-Bruteforce
443,181.3095238,177.0930233,116047576,10000000.0,0.172343109,544,452,8192,20,Benign
49592,0.0,0.0,45,45.0,22222.2222222222,20,20,114,20,Benign
53,80.0,53.3333333333,1153,1153.0,867.3026886383,8,8,-1,8,Benign
0,0.0,0.0,112641305,56320736.0,0.0,0,0,-1,0,Brute Force -Web
23,0.0,0.0,8996852,5998174.0,0.0,0,120,5656,40,Benign
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
443,668.4769231,658.3484848,116832203,58600000.0,0.32525279,772,552,8192,20,Benign
80,0.0,0.0,3483,3483.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,0.0,0.0,36032668,36032668.0,0.0,0,64,226,32,DoS attacks-GoldenEye
443,244.5333333,229.25,5829946,5719309.0,1.200697228,152,172,8192,20,Benign
80,0.0,0.0,3524,3524.0,0.0,0,64,225,32,DoS attacks-Hulk
80,0.0,0.0,15076,15076.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,310.125,275.6666666667,5008647,5004443.0,0.5989641514,72,112,8192,20,SQL Injection
443,41.0,30.75,680,663.0,0.0,0,60,258,20,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
3389,145.0454545455,138.7391304348,3988509,953161.0,2.0057620529,172,292,8192,20,Benign
3389,141.9047619048,135.4545454545,3070914,953321.0,3.581995458,256,212,8192,20,Benign
22,0.0,0.0,5,5.0,200000.0,32,32,241,32,SSH-Bruteforce
80,0.0,0.0,23195238,23195238.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,6.0,4.8,105003347,105003343.0,0.0190470119,64,64,211,32,DoS attacks-Slowloris
80,41.0,36.4444444444,4993320,4931189.0,0.8010702298,92,92,8192,20,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
443,387.7586206897,374.8333333333,102272192,59935970.0,0.1271117764,272,332,8192,20,Benign
80,0.0,0.0,46182,46182.0,0.0,0,40,32738,20,DDOS attack-HOIC
17693,0.0,0.0,128,128.0,0.0,0,40,257,20,Benign
80,0.0,0.0,1939,1939.0,0.0,0,64,225,32,DoS attacks-Hulk
443,380.3125,357.9411765,5423587,5052949.0,1.475038568,172,184,8192,20,Benign
443,311.4375,293.1176470588,447167,140318.0,15.6541068549,152,192,8192,20,Benign
53,126.0,84.0,1530,1530.0,653.5947712418,8,8,-1,8,Benign
53,82.0,54.6666666667,991,991.0,1009.0817356206,8,8,-1,8,Benign
80,41.125,36.5555555556,6326027,6263889.0,0.6323083983,92,92,8192,20,Benign
443,0.0,0.0,9128367,5999902.0,0.0,0,92,8192,28,Benign
80,0.0,0.0,152,129.0,0.0,0,60,2053,20,Brute Force -XSS
3389,143.6315789,136.45,4242982,969420.0,2.356833001,208,188,8192,20,Benign
80,135.0,120.0,11935738,6931295.0,0.3351279996,136,136,26883,32,DoS attacks-GoldenEye
8080,0.0,0.0,520,520.0,0.0,0,40,256,20,Bot
80,0.0,0.0,3074970,2049449.0,0.0,0,120,26883,40,DoS attacks-Slowloris
80,0.0,0.0,5918,5918.0,0.0,0,64,225,32,DoS attacks-Hulk
80,0.0,0.0,8973729,8973729.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,92.7142857143,81.125,885,251.0,4519.7740112994,92,72,8192,20,Benign
53,75.5,50.3333333333,364,364.0,2747.2527472528,8,8,-1,8,Benign
54610,178.7142857,156.375,17983,17369.0,111.2161486,40,124,65535,20,Benign
80,0.0,0.0,508,508.0,0.0,0,64,225,32,DoS attacks-Hulk
443,0.0,0.0,218,218.0,0.0,0,40,255,20,Benign
80,6.0,4.8,101011212,101011208.0,0.0197997822,64,64,211,32,DoS attacks-Slowloris
443,95.69230769,93.3,110393060,10000000.0,0.19022935,424,372,8192,20,Infilteration
80,0.0,0.0,10234,10234.0,0.0,0,64,225,32,DoS attacks-Hulk
53,97.0,64.66666667,297,297.0,3367.003367,8,8,-1,8,Benign
80,5.3333333333,4.0,81789021,81789018.0,0.0122265799,32,64,211,32,DoS attacks-Slowloris
80,178.4285714,156.125,20574,14702.0,194.4201419,92,72,65535,20,DDOS attack-HOIC
53691,172.8571429,151.25,7365,6361.0,271.5546504,40,124,65535,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,1992228,1992228.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,344.75,324.4705882353,23758032,6655932.0,0.1683641137,136,400,26883,32,DoS attacks-GoldenEye
53,72.5,48.3333333333,402,402.0,2487.5621890547,8,8,-1,8,Benign
53,109.5,73.0,1320,1320.0,757.5757575758,8,8,-1,8,Benign
80,0.0,0.0,23225,23225.0,0.0,0,64,225,32,DoS attacks-Hulk
80,0.0,0.0,55534453,55534453.0,0.0,0,40,279,20,Benign
443,248.2142857,231.6666667,5104010,5012341.0,1.175546286,132,172,8192,20,Infilteration
53,85.5,68.4,148205,108567.0,13.4948213623,16,16,-1,8,Benign
80,0.0,0.0,13972,13972.0,0.0,0,64,225,32,DoS attacks-Hulk
80,168.625,149.8888888889,11976118,6973160.0,0.3339980451,136,136,26883,32,DoS attacks-GoldenEye
80,160.75,142.8888888889,5005663,5004765.0,0.7990949451,136,136,26883,32,DoS attacks-GoldenEye
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
443,129.7142857,126.6976744,117903550,58700000.0,0.186593194,452,412,8192,20,Infilteration
3389,181.6666667,170.3125,1671754,953139.0,4.187218933,152,172,8192,20,Benign
53087,0.0,0.0,43,43.0,0.0,0,40,260,20,Benign
53280,0.0,0.0,17314,17314.0,0.0,0,52,231,20,Benign
443,35.83333333,30.71428571,53177500,53100000.0,0.018804946,20,100,256,20,Benign
3389,194.8095238,185.9545455,3169446,953619.0,3.155125533,224,244,8192,20,Benign
80,74.54545455,72.35294118,118403624,10000000.0,0.126685312,444,372,8192,20,Benign
53,49.0,32.66666667,1221,1221.0,819.000819,8,8,-1,8,Infilteration
50836,0.0,0.0,9,9.0,111111.1111,20,20,288,20,Benign
53,62.5,41.6666666667,25666,25666.0,38.9620509624,8,8,-1,8,Benign
56251,0.0,0.0,32,32.0,0.0,0,40,258,20,Benign
445,0.0,0.0,258988,258912.0,3.861182758,32,72,8192,20,Benign
3389,181.6666666667,170.3125,2005999,953158.0,3.4895331453,152,172,8192,20,Benign
0,0.0,0.0,157546,157546.0,0.0,0,0,-1,0,Benign
80,0.0,0.0,43304119,43304119.0,0.0,0,64,226,32,DoS attacks-GoldenEye
443,191.3571429,184.7586207,117210175,58300000.0,0.110911873,264,312,8192,20,Benign
80,0.0,0.0,24337,24337.0,0.0,0,64,225,32,DoS attacks-Hulk
8080,0.0,0.0,489,489.0,0.0,0,40,2052,20,Bot
80,0.0,0.0,951,951.0,0.0,0,64,225,32,DoS attacks-Hulk
49712,20.6666666667,15.5,42,21.0,23809.5238095238,20,40,946,20,Benign
880,0.0,0.0,1,1.0,1000000.0,20,24,1024,24,Benign
443,89.4,81.2727272727,68541,21941.0,72.9490378022,112,112,8192,20,Benign
80,170.25,151.3333333333,11943678,6938424.0,0.3349052109,136,136,26883,32,DoS attacks-GoldenEye
3389,181.6666666667,170.3125,1658413,953148.0,4.2209027546,152,172,8192,20,Benign
500,583.3333333333,500.0,89479810,41990281.0,0.0,0,48,-1,8,Brute Force -Web
80,0.0,0.0,52015419,52015419.0,0.0,0,64,226,32,DoS attacks-GoldenEye
52129,0.0,0.0,15878,15878.0,0.0,0,40,180,20,Benign
80,0.0,0.0,12881,12881.0,0.0,0,64,225,32,DoS attacks-Hulk
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,0.0,0.0,43304119,43304119.0,0.0,0,64,226,32,DoS attacks-GoldenEye
63073,178.1428571,155.875,1718,808.0,1164.144354,40,124,65535,20,Benign
80,0.0,0.0,19690,19690.0,0.0,0,40,2051,20,Brute Force -Web
80,174.125,154.7777777778,7004672,6949530.0,0.4282855785,104,168,26883,32,DoS attacks-GoldenEye
80,172.7142857,151.125,11488,10387.0,348.189415,92,72,65535,20,DDOS attack-HOIC
80,175.125,155.6666666667,5091076,5011749.0,0.7856885264,136,136,26883,32,DoS attacks-GoldenEye
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
0,0.0,0.0,61013176,61000000.0,0.0,0,0,-1,0,Benign
80,124.5,110.6666666667,6991469,6969599.0,0.429094372,104,168,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,1857035,1857035.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,0.0,0.0,345,345.0,0.0,0,40,2047,20,Brute Force -Web
80,126.375,112.3333333333,5091687,5005128.0,0.7855942441,136,136,26883,32,DoS attacks-GoldenEye
80,32.00028345,32.0,119723462,754088.0,0.0,0,903168,-1,8,DDOS attack-LOIC-UDP
80,0.0,0.0,1236,1236.0,0.0,0,40,32738,20,DDOS attack-HOIC
53017,182.1428571,159.375,1438,835.0,1390.820584,40,124,65535,20,Benign
80,0.0,0.0,1245,1245.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,27.3333333333,24.6,108061903,105002890.0,0.0370158205,136,168,26883,32,DoS attacks-Slowloris
80,119.0,105.7777777778,287452,285899.0,10.4365250546,104,168,26883,32,DoS attacks-GoldenEye
38642,163.5,145.3333333,4215038,4075973.0,0.711737356,104,168,219,32,Benign
53,141.0,94.0,1826,1826.0,547.6451259584,8,8,-1,8,Benign
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
49886,175.1428571,153.25,1251,683.0,1598.721023,40,124,65535,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
51789,0.0,0.0,1,1.0,0.0,0,40,5469,20,Benign
50626,0.0,0.0,15,15.0,66666.66667,20,20,180,20,Benign
8080,0.0,0.0,638,638.0,0.0,0,40,2052,20,Bot
80,32.00022757,32.0,119745998,600240.0,0.0,0,1124936,-1,8,DDOS attack-LOIC-UDP
80,125.25,111.3333333333,11413706,6407330.0,0.3504558467,136,136,26883,32,DoS attacks-GoldenEye
60745,0.0,0.0,19,19.0,0.0,0,40,256,20,Benign
51407,0.0,0.0,86145514,86100000.0,0.0,0,40,62605,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
21,0.0,0.0,5,5.0,200000.0,20,40,26883,40,FTP-BruteForce
443,0.0,0.0,708,708.0,0.0,0,40,253,20,Benign
3389,170.3125,160.2941176471,2576937,917979.0,3.1044608386,172,172,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
443,41.0,30.75,239,225.0,0.0,0,60,258,20,Benign
443,41.0,30.75,247,216.0,0.0,0,60,257,20,Benign
53,92.0,61.33333333,719,719.0,1390.820584,8,8,-1,8,Benign
443,41.0,30.75,561,527.0,0.0,0,60,252,20,Benign
53,77.0,51.33333333,1215,1215.0,823.0452675,8,8,-1,8,Benign
80,0.0,0.0,11,11.0,0.0,0,40,2051,20,Brute Force -Web
80,0.0,0.0,18879,18879.0,0.0,0,64,225,32,DoS attacks-Hulk
80,32.00025832,32.0,119630077,783534.0,0.0,0,991000,-1,8,DDOS attack-LOIC-UDP
53,83.25,66.6,39497,38724.0,50.6367572221,16,16,-1,8,Benign
50924,0.0,0.0,36,36.0,0.0,0,40,131,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
53,78.5,52.33333333,494,494.0,2024.291498,8,8,-1,8,Benign
53,110.0,73.3333333333,59098,59098.0,16.9210463975,8,8,-1,8,Benign
443,0.0,0.0,24206,24206.0,0.0,0,40,258,20,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
3389,88.6,84.38095238,3855949,937518.0,1.815376708,152,272,8192,20,Benign
53,59.0,39.3333333333,400,400.0,2500.0,8,8,-1,8,Benign
53,75.5,50.33333333,374,374.0,2673.796791,8,8,-1,8,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
53,84.5,67.6,85585,46141.0,23.3685809429,16,16,-1,8,Benign
53,62.0,41.3333333333,1148,1148.0,871.0801393728,8,8,-1,8,Benign
80,0.0,0.0,14,14.0,0.0,0,40,2051,20,Brute Force -Web
80,184.75,164.2222222222,104176,78411.0,28.7974197512,104,168,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,95,95.0,0.0,0,40,279,20,Benign
80,0.0,0.0,2656917,2656917.0,0.0,0,64,226,32,DoS attacks-GoldenEye
3389,137.0869565,131.375,3445492,953474.0,2.612108808,192,292,8192,20,Benign
443,222.3076923,216.75,119985073,58800000.0,0.175021771,432,372,8192,20,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
